car_id,pricing_idx,is_connect
159250,0,False
159533,2,True
159536,2,False
160061,3,False
160062,4,False
160070,5,False
160342,6,False
161266,7,False
161747,8,False
161760,9,False
161825,10,False
162184,11,False
162273,12,False
162390,13,False
162571,26,True
162985,15,False
163638,16,False
163933,17,False
163949,18,False
164100,19,False
164574,20,False
164583,21,False
164702,22,False
164713,23,False
164719,24,False
164904,25,False
164960,51,True
164976,27,False
165520,28,False
166031,29,False
166398,30,False
166540,60,True
166570,32,False
166872,33,False
166949,34,False
166965,35,False
167016,36,False
167023,37,False
167368,38,False
167490,39,False
167767,40,False
167786,41,False
167788,42,False
167938,43,False
168079,44,False
168093,45,False
168673,46,False
169170,47,False
169177,48,False
169247,49,False
169878,50,False
169947,51,False
170051,52,False
170536,53,False
170736,54,False
170987,55,False
171249,56,False
171503,57,False
171524,58,False
171780,59,False
172429,60,False
173061,98,True
173110,62,False
173202,63,False
173341,64,False
173357,65,False
173376,66,False
173380,105,True
173598,106,True
173653,69,False
173712,70,False
173810,71,False
174097,72,False
174193,111,True
174243,74,False
174623,75,False
174749,76,False
174904,77,False
175071,78,False
175118,79,False
175289,119,True
175550,81,False
175612,82,False
175887,122,True
175984,84,False
176220,124,True
176252,86,False
176445,87,False
176527,88,False
176670,128,True
176702,129,True
176755,91,False
177000,92,False
177058,93,False
177235,94,False
177313,134,True
177502,96,False
177649,97,False
177658,98,False
177815,99,False
177820,100,False
178204,101,False
178464,102,False
178730,103,False
178845,104,False
179079,105,False
179244,106,False
179304,107,False
179429,108,False
179573,109,False
179600,110,False
179947,111,False
179973,112,False
179977,113,False
179982,233,True
180059,236,True
180123,116,False
180224,117,False
180271,118,False
180467,119,False
180520,120,False
180535,121,False
180687,122,False
180787,123,False
180804,124,False
181134,125,False
181236,126,False
181434,268,True
181469,128,False
181607,129,False
181625,281,True
181983,131,False
182193,132,False
182354,133,False
182600,134,False
182693,135,False
182793,136,False
182933,137,False
183508,138,False
183514,139,False
183974,140,False
184127,141,False
184533,142,False
184588,143,False
184620,144,False
184810,145,False
184847,146,False
184917,147,False
184950,148,False
185218,149,False
185552,150,False
185654,151,False
186291,152,False
186694,153,False
186958,154,False
187012,155,False
187183,156,False
187371,157,False
187447,158,False
187450,159,False
187611,160,False
187740,161,False
187788,162,False
187880,163,False
187883,164,False
188162,165,False
188274,166,False
188698,167,False
188716,168,False
188819,169,False
188941,170,False
188944,354,True
189031,172,False
189082,173,False
189142,174,False
189197,175,False
189234,176,False
189248,365,True
189312,178,False
189617,179,False
189709,180,False
189835,374,True
189889,182,False
189987,183,False
190055,184,False
190059,185,False
190060,186,False
190089,187,False
190163,188,False
190171,189,False
190291,390,True
190306,191,False
190321,192,False
190452,193,False
190464,194,False
190484,195,False
190541,196,False
190687,197,False
190850,198,False
190915,199,False
190995,200,False
191061,201,False
191239,202,False
191329,203,False
191352,204,False
191461,410,True
191912,206,False
192179,415,True
192409,208,False
192463,417,True
192498,210,False
192567,211,False
192575,422,True
192603,213,False
192628,214,False
192643,215,False
192803,216,False
192831,217,False
192909,218,False
192991,219,False
192997,220,False
193097,437,True
193151,438,True
193274,223,False
193292,224,False
193354,225,False
193820,226,False
193909,227,False
193912,228,False
194117,229,False
194120,230,False
194197,231,False
194276,232,False
194340,459,True
194343,460,True
194356,235,False
194379,236,False
194384,467,True
194458,238,False
194600,239,False
194684,240,False
194695,241,False
194741,242,False
195057,243,False
195177,244,False
195467,245,False
195479,246,False
195666,247,False
195888,248,False
195966,249,False
195977,495,True
195986,251,False
196207,252,False
196257,253,False
196898,254,False
196909,255,False
196913,256,False
196929,257,False
197014,258,False
197198,259,False
197523,260,False
197560,261,False
197874,262,False
197912,263,False
198591,264,False
198594,265,False
198687,266,False
198694,267,False
198779,268,False
198801,269,False
198888,270,False
199202,271,False
199243,272,False
199326,273,False
199360,274,False
199502,275,False
199562,276,False
199863,277,False
199923,278,False
200122,279,False
200243,280,False
200316,281,False
200364,282,False
200366,283,False
200799,284,False
200866,285,False
201033,286,False
201142,287,False
201156,288,False
201535,289,False
201627,290,False
201686,291,False
201933,292,False
202057,293,False
202310,294,False
203060,574,True
203279,296,False
203476,297,False
203595,298,False
203653,299,False
203683,300,False
203745,301,False
203773,583,True
203811,303,False
203887,586,True
203894,305,False
203906,306,False
203912,307,False
203963,595,True
204019,309,False
204152,310,False
204293,311,False
204302,312,False
204410,313,False
204444,314,False
204512,315,False
204781,316,False
204797,317,False
204858,318,False
204903,319,False
204924,320,False
205021,321,False
205041,322,False
205095,323,False
205325,324,False
205811,325,False
205891,326,False
205981,327,False
206019,328,False
206431,329,False
206467,330,False
206646,331,False
206685,332,False
206938,333,False
207344,334,False
207661,335,False
207715,336,False
207728,337,False
207740,338,False
207962,339,False
208087,340,False
208090,341,False
208203,342,False
208207,343,False
208394,344,False
208739,345,False
209143,346,False
209159,347,False
209377,348,False
209404,349,False
209458,350,False
209492,351,False
209547,352,False
210110,353,False
210381,354,False
210596,355,False
210616,356,False
210821,357,False
210842,358,False
211181,359,False
211446,360,False
211548,361,False
211586,362,False
211860,714,True
211876,715,True
211932,365,False
211938,366,False
212083,367,False
212099,368,False
212178,724,True
212504,370,False
212557,371,False
212560,372,False
212751,373,False
212965,733,True
212979,375,False
213231,376,False
213357,377,False
213362,378,False
213366,379,False
213445,380,False
213537,381,False
213557,382,False
213574,383,False
213654,384,False
213689,385,False
213704,386,False
213807,754,True
213941,388,False
214007,389,False
214058,390,False
214091,391,False
214435,392,False
214635,766,True
214704,394,False
215049,395,False
215064,396,False
215203,397,False
215286,398,False
215599,399,False
215949,400,False
215979,401,False
216080,402,False
216148,784,True
216199,404,False
216361,405,False
216510,406,False
216576,792,True
216582,408,False
216626,409,False
216701,410,False
216711,411,False
216759,412,False
216796,413,False
216870,414,False
216900,415,False
216925,416,False
217076,417,False
217417,418,False
217482,419,False
217777,819,True
217819,421,False
218137,422,False
218341,423,False
218845,424,False
218930,425,False
218964,426,False
219269,427,False
219274,428,False
219550,843,True
219776,430,False
219936,431,False
219972,432,False
219981,433,False
220021,434,False
220073,435,False
220163,436,False
220214,437,False
220293,438,False
220513,439,False
220713,440,False
220732,441,False
220856,442,False
220877,874,True
220919,444,False
220925,445,False
220952,446,False
220982,880,True
221014,448,False
221171,449,False
221181,450,False
221219,451,False
221297,452,False
221370,453,False
221634,454,False
221830,455,False
221897,456,False
221978,457,False
222030,458,False
222072,459,False
222277,460,False
222284,461,False
222579,462,False
222592,463,False
222819,464,False
222874,465,False
222888,466,False
222928,907,True
222934,910,True
223143,469,False
223146,470,False
223160,919,True
223203,472,False
223204,473,False
223317,474,False
223361,927,True
223449,476,False
223458,477,False
223476,478,False
223550,479,False
223575,937,True
223592,481,False
223597,482,False
223615,483,False
223640,484,False
223654,485,False
223783,947,True
223850,487,False
223897,488,False
224036,489,False
224083,490,False
224085,491,False
224111,492,False
224133,493,False
224218,494,False
224223,495,False
224375,496,False
224455,497,False
224728,498,False
224745,499,False
224872,500,False
224967,501,False
224983,502,False
225243,503,False
225452,504,False
225486,981,True
225600,506,False
225602,507,False
225617,508,False
225795,986,True
225805,510,False
226192,511,False
226227,512,False
226238,513,False
226273,514,False
226317,515,False
226355,996,True
226397,517,False
226427,518,False
226488,519,False
226512,520,False
226544,1004,True
226690,522,False
226848,523,False
226909,524,False
226932,525,False
227042,526,False
227087,527,False
227100,528,False
227104,529,False
227119,1022,True
227230,531,False
227254,532,False
227286,533,False
227296,534,False
227330,535,False
227386,536,False
227691,537,False
227749,538,False
227830,539,False
227909,540,False
227982,541,False
228254,1045,True
228301,543,False
228309,544,False
228359,1052,True
228400,546,False
228522,547,False
228582,548,False
228659,549,False
228695,550,False
228703,1059,True
228732,552,False
228776,553,False
228788,554,False
228792,555,False
228923,556,False
229279,557,False
229302,558,False
229304,559,False
229360,560,False
229373,561,False
229411,562,False
229475,563,False
229495,564,False
229512,565,False
229540,566,False
229646,567,False
229668,568,False
229678,569,False
230076,570,False
230201,1096,True
230527,572,False
230675,573,False
230688,574,False
231188,575,False
231301,576,False
231373,577,False
231676,578,False
231736,579,False
232442,580,False
232763,1115,True
233169,582,False
234356,583,False
234481,584,False
234676,585,False
234840,586,False
235160,587,False
235412,588,False
235504,589,False
236059,590,False
236980,591,False
238082,592,False
238683,593,False
238730,594,False
238800,595,False
238918,596,False
239136,597,False
239518,598,False
239575,599,False
239664,600,False
239754,601,False
239798,1151,True
239842,603,False
239925,604,False
240566,605,False
240686,606,False
240761,607,False
240797,608,False
240802,609,False
240989,610,False
241010,611,False
241021,1165,True
241032,613,False
241058,614,False
241159,615,False
241452,616,False
241516,617,False
241568,618,False
241590,619,False
241764,620,False
241818,621,False
241824,622,False
241859,623,False
241935,624,False
242106,625,False
242212,626,False
242223,627,False
242278,628,False
242282,629,False
242357,630,False
242367,631,False
242375,632,False
242437,633,False
242452,634,False
242546,635,False
242626,636,False
242664,637,False
242876,1223,True
242922,639,False
242923,640,False
242967,641,False
242977,642,False
243208,1232,True
243218,644,False
243290,645,False
243474,646,False
243492,647,False
243495,648,False
243595,1240,True
243659,650,False
243699,651,False
243713,652,False
243721,653,False
243763,654,False
243817,655,False
243856,656,False
243869,657,False
244103,658,False
244108,659,False
244266,660,False
244386,661,False
244438,662,False
244784,663,False
244848,1268,True
244888,665,False
244920,666,False
244935,667,False
245045,668,False
245119,669,False
245154,1278,True
245197,671,False
245317,672,False
245338,673,False
245379,674,False
245480,675,False
245513,676,False
245617,677,False
245636,678,False
245730,679,False
245738,680,False
245752,681,False
245767,682,False
245817,683,False
245884,684,False
245954,685,False
245958,686,False
246147,687,False
246316,688,False
246368,1306,True
246420,690,False
246486,691,False
246515,692,False
246707,693,False
246742,694,False
246825,695,False
246829,696,False
246926,697,False
246953,698,False
247185,699,False
247382,700,False
247414,701,False
247431,702,False
247475,703,False
247523,704,False
247682,705,False
247820,706,False
247956,707,False
247971,708,False
248014,709,False
248027,710,False
248034,711,False
248064,712,False
248091,713,False
248159,714,False
248187,715,False
248238,716,False
248247,717,False
248272,718,False
248300,1363,True
248417,720,False
248539,721,False
248542,722,False
248604,723,False
248627,724,False
248889,1375,True
248926,726,False
248966,727,False
248985,728,False
249157,729,False
249274,1383,True
249756,731,False
249877,732,False
250153,733,False
250163,734,False
250303,735,False
250455,736,False
250644,737,False
251054,738,False
251062,739,False
251312,740,False
251337,741,False
251411,742,False
251419,743,False
251447,1429,True
251611,745,False
251815,1437,True
252015,747,False
252034,748,False
252059,749,False
252142,750,False
252216,751,False
252369,752,False
252863,1461,True
252948,754,False
252993,755,False
253255,1467,True
253688,757,False
253912,758,False
254012,759,False
254172,760,False
254177,761,False
254286,762,False
254307,763,False
254689,1479,True
254741,765,False
254792,766,False
254939,767,False
255006,768,False
255019,769,False
255041,770,False
255078,771,False
255308,772,False
255326,773,False
255377,1501,True
255399,775,False
255576,1505,True
255757,1506,True
255759,778,False
255798,779,False
255821,780,False
255837,781,False
255883,782,False
255956,783,False
255967,784,False
256049,785,False
256528,1523,True
256584,1524,True
256678,788,False
256777,789,False
256840,790,False
256877,791,False
256882,792,False
256932,793,False
257019,794,False
257153,795,False
257207,796,False
257291,797,False
257398,798,False
257466,799,False
257577,800,False
257604,801,False
257721,802,False
258009,803,False
258017,804,False
258042,805,False
258100,806,False
258243,807,False
258314,808,False
258416,809,False
258671,810,False
258737,811,False
258809,812,False
258837,813,False
258871,814,False
259092,815,False
259231,816,False
259280,817,False
259297,818,False
259392,819,False
259467,820,False
259513,821,False
259573,822,False
259760,823,False
259952,824,False
260096,1601,True
260298,826,False
260440,827,False
260496,828,False
260509,829,False
260745,830,False
260759,831,False
260794,832,False
260842,833,False
260893,834,False
261023,835,False
261209,836,False
261263,837,False
261264,838,False
261335,839,False
261576,840,False
261661,841,False
261686,842,False
261709,1638,True
261879,844,False
262005,845,False
262083,846,False
262089,847,False
262122,848,False
